BacMet_ID	Gene_name	Accession	gene lentgh	Organism	Location	Compound
BAC0160	fbpA	P35755	332	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	Chromosome	Iron (Fe), Gallium (Ga)
BAC0159	fabV	Q9KRA3	401	Vibrio chloerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	Chromosome	Triclosan [class: Phenolic compounds]
BAC0158	fabL/ygaA	P71079	250	Bacillus subtilis (strain 168)	Chromosome	Triclosan [class: Phenolic compounds]
BAC0157	fabK	Q9FBC5	324	Streptococcus pneumoniae	Chromosome	Triclosan [class: Phenolic compounds]
BAC0156	fabI	P0AEK4	262	Escherichia coli (strain K12)	Chromosome	Triclosan [class: Phenolic compounds]
BAC0155	evgS	P58402	1197	Escherichia coli (strain K12)	Chromosome	Sodium Deoxycholate (SDC) [class: Acid]
BAC0154	evgA	P0ACZ4	204	Only gram -ve, Escherichia coli (Strain K12)	Chromosome	Sodium Deoxycholate (SDC) [class: Acid]
BAC0153	emrY	P52600	512	Escherichia coli (strain K12)	Chromosome	Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Ethidium Bromide [class: Phenanthridine]
BAC0152	srpC	Q55027	393	Synechococcus elongatus strain PCC 7942 (Anacystis nidulans R2)	Plasmid pANL	Chromium (Cr)
BAC0151	emrK	P52599	387	Escherichia coli (strain K12)	Chromosome	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Crystal Violet [class: Triarylmethane], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Sodium Deoxycholate (SDC) [class: Acid], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate]
BAC0150	emrE/mvrC	P23895	110	Escherichia coli (Strain K12)	Chromosome	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Methyl Viologen [class: Paraquat], Ethidium Bromide [class: Phenanthridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)]
BAC0149	emrD	P31442	394	Escherichia coli (strain K12)	Chromosome	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate]
BAC0148	emrB	P0AEJ0	512	Escherichia coli (strain K12)	Chromosome	Phenylmercury Acetate [class: Organo-mercury], 2-Chlorophenylhydrazine [class: Hydrazine], Carbonylcyanide m-chlorophenyl hydrazone (CCCP) [class: Hydrazone]
BAC0147	emrA	P27303	390	Escherichia coli (strain K12)	Chromosome	Phenylmercury Acetate [class: Organo-mercury], 2-Chlorophenylhydrazine [class: Hydrazine], Carbonylcyanide m-chlorophenyl hydrazone (CCCP) [class: Hydrazone], Tetrachlorosalicylanilide (TCS) [class: Salicylanilide]
BAC0146	emmdR	D5CJ69	462	Enterobacter cloacae	Chromosome	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Ethidium Bromide [class: Phenanthridine], Acriflavine [class: Acridine], Rhodamine 6G [class: Xanthene]
BAC0145	emhR	Q4KH21	210	Pseudomonas fluorescens (strain Pf-5 / ATCC BAA-477)	Chromosome	Ethidium Bromide [class: Phenanthridine], Crystal Violet [class: Triarylmethane], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate]
BAC0144	emhC	Q4KH24	486	Pseudomonas fluorescens (strain Pf-5 / ATCC BAA-477)	Chromosome	Ethidium Bromide [class: Phenanthridine], Crystal Violet [class: Triarylmethane], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate]
BAC0143	emhB	C1KA85	1054	Pseudomonas fluorescens (strain Pf-5 / ATCC BAA-477)	Chromosome	Ethidium Bromide [class: Phenanthridine], Crystal Violet [class: Triarylmethane], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate]
BAC0142	emhA	Q4KH22	385	Pseudomonas fluorescens (strain Pf-5 / ATCC BAA-477)	Chromosome	Ethidium Bromide [class: Phenanthridine], Crystal Violet [class: Triarylmethane], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate]
BAC0141	emeA	Q8GR72	393	Only gram -ve, Enterococcus faecalis (Streptococcus faecalis)	Chromosome	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)]
BAC0140	ebrB	P0CW83	117	Bacillus subtilis	Chromosome	Ethidium Bromide [class: Phenanthridine], Acriflavine [class: Acridine], Pyronin Y [class: Xanthene], Safranin O [class: Azin]
BAC0139	ebrA	P0CW81	105	Bacillus subtilis	Chromosome	Ethidium Bromide [class: Phenanthridine], Acriflavine [class: Acridine], Pyronin Y [class: Xanthene], Safranin O [class: Azin]
BAC0138	dsbC	P0AEG6	236	Escherichia coli (strain K12)	Chromosome	Copper (Cu)
BAC0137	dsbB	P0A6M2	176	Escherichia coli (strain K12)	Chromosome	Cadmium (Cd), Mercury (Hg)
BAC0136	dsbA	P0AEG4	208	Escherichia coli (strain K12)	Chromosome	Cadmium (Cd), Zinc (Zn), Mercury (Hg)
BAC0135	dpsA	Q8KR86	162	Burkholderia pseudomallei 1710b	Chromosome	Iron (Fe), Hydrogen Peroxide (H2O2) [class: Peroxides]
BAC0134	dpr/dps	P0CB53	172	Streptococcus suis	Chromosome	Iron (Fe), Hydrogen Peroxide (H2O2) [class: Peroxides]
BAC0133	ncrC	Q8VTR4	152	Hafnia alvei 5-5	Plasmid pNRS148	Cobalt (Co), Nickel (Ni)
BAC0132	dmeF	Q1LRZ2	382	Wautersia metallidurans CH34	Plasmid pMOL28 (Wautersia metallidurans CH34)	Cobalt (Co), Cadmium (Cd), Nickel (Ni)
BAC0131	czrB	Q9RLI9	405	Pseudomonas aeruginosa	Chromosome	Zinc (Zn), Cadmium (Cd)
BAC0130	czrA	Q9RLI8	1051	Pseudomonas aeruginosa	Chromosome	Zinc (Zn), Cadmium (Cd)
BAC0129	cznC	D3UHP8	424	Helicobacter mustelae (strain ATCC 43772/LMG 18044/NCTC 12198/12198) (Campylobacter mustelae)	Chromosome	Cadmium (Cd), Zinc (Zn), Nickel (Ni)
BAC0128	cznB	D3UHP9	351	Helicobacter mustelae (strain ATCC 43772/LMG 18044/NCTC 12198/12198)(Campylobacter mustelae)	Chromosome	Cadmium (Cd), Zinc (Zn), Nickel (Ni)
BAC0127	cznA	D3UHQ0	1019	Helicobacter mustelae (strain ATCC 43772/LMG 18044/NCTC 12198/12198)(Campylobacter mustelae)	Chromosome	Cadmium (Cd), Zinc (Zn), Nickel (Ni)
BAC0126	czcS	Q44007	476	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)	Plasmid pMOL30 (Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) )	Cadmium (Cd), Zinc (Zn), Cobalt (Co)
BAC0125	czcR	Q44006	225	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)	Plasmid pMOL30 (Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) ),	Cadmium (Cd), Zinc (Zn), Cobalt (Co)
BAC0124	czcP	Q1LAJ7	829	Cupriavidus metallidurans CH34	Plasmid pMOL30 (Cupriavidus metallidurans CH34)	Cadmium (Cd), Zinc (Zn), Cobalt (Co)
BAC0123	czcE	Q1LAJ1	133	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)	Plasmid pMOL30 (Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) ),	Cadmium (Cd), Zinc (Zn), Cobalt (Co)
BAC0122	czcD	P13512	316	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)	Plasmid pMOL30 (Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) ),	Cadmium (Cd), Zinc (Zn), Cobalt (Co)
BAC0121	czcC	P13509	418	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)	Plasmid pMOL30 (Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) ),	Cadmium (Cd), Zinc (Zn), Cobalt (Co)
BAC0120	czcB	P13510	520	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)	Plasmid pMOL30 (Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) ),	Cadmium (Cd), Zinc (Zn), Cobalt (Co)
BAC0119	czcA	P13511	1063	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)	Plasmid pMOL30 (Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) ),	Cadmium (Cd), Zinc (Zn), Cobalt (Co)
BAC0118	cutR	D5AV59	118	Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003)	Chromosome	Copper (Cu)
BAC0117	cutO	D5AV58	491	Rhodobacter capsulatus	Chromosome	Copper (Cu)
BAC0116	cutF/nlpE	P40710	236	Escherichia coli (strain K12)	Chromosome	Copper (Cu)
BAC0115	cutE/lnt	P23930	512	Escherichia coli (strain K12)	Chromosome	Copper (Cu)
BAC0114	cutC	P67826	248	Escherichia coli (strain K12)	Chromosome	Copper (Cu)
BAC0113	cutA	P69488	112	Escherichia coli (strain K12)	Chromosome	Copper (Cu)
BAC0112	cusS	P77485	480	Escherichia coli (strain K12)	Chromosome	Copper (Cu), Silver (Ag)
BAC0111	cusR/ylcA	P0ACZ8	227	Escherichia coli (strain K12)	Plasmid pECL_A (Enterobacter cloacae subsp. cloacae (strain ATCC 13047 / DSM 30054 / NBRC 13535 / NCDC 279-56))	Copper (Cu), Silver (Ag)
BAC0110	cusF/cusX	P77214	110	Escherichia coli (strain K12)	Plasmid pkPN3 (Klebsiella pneumoniae subsp. pneumoniae MGH 78578), Plasmid pAPEC-O2-R	Copper (Cu), Silver (Ag)
BAC0109	cusC/ylcB	P77211	457	Escherichia coli (strain K12)	Plasmid megaplasmid CH34 (Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839))	Copper (Cu), Silver (Ag)
BAC0108	cusB	P77239	407	Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839)	Plasmid megaplasmid CH34 (Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839)),	Copper (Cu), Silver (Ag)
BAC0107	cusA/ybdE	P38054	1047	Escherichia coli (strain K12)	Plasmid megaplasmid CH34 (Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839)),	Copper (Cu), Silver (Ag)
BAC0106	cuiD	Q8ZRS2	536	Salmonella enterica serovar Typhimurium	Chromosome	Copper (Cu), Hydrogen Peroxide (H2O2) [class: Peroxides]
BAC0105	cueR/ybbI	P0A9G4	135	Escherichia coli (strain K12)	Chromosome	Copper (Cu)
BAC0104	cueP	Q8ZL99	179	Salmonella enterica serovar Typhimurium	Chromosome	Copper (Cu)
BAC0103	cueO	P36649	516	Escherichia coli (strain K12)	Chromosome	Copper (Cu)
BAC0102	cueA	Q8KWW2	797	Pseudomonas putida (Arthrobacter siderocapsulatus)	Chromosome	Copper (Cu), Silver (Ag)
BAC0101	ctpV	P77894	770	Mycobacterium tuberculosis	Chromosome	Copper (Cu)
BAC0100	ctpG	P63689	771	Mycobacterium tuberculosis	Chromosome	Copper (Cu)
BAC0099	ctpD	A0R3A7	647	Mycobacterium smegmatis	Chromosome	Cobalt (Co), Nickel (Ni)
BAC0098	ctpC	P0A502	718	Mycobacterium tuberculosis	Chromosome	Manganese (Mn), Zinc (Zn)
BAC0096	crdS	O25917	397	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	Chromosome	Copper (Cu)
BAC0095	crdR	O25918	213	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	Chromosome	Copper (Cu)
BAC0094	crdB	O25885	412	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	Chromosome	Copper (Cu)
BAC0093	crdA	O25884	125	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	Chromosome	Copper (Cu)
BAC0092	corT/coaT	H0P0Y3	642	Synechocystis sp. PCC 6803 substr. GT-I	Chromosome	Cobalt (Co)
BAC0091	corS	Q1D6V7	491	Myxococcus xanthus (strain DK 1622)	Chromosome	Copper (Cu)
BAC0090	corR/coaR	H0P0Y2	370	Synechocystis sp. PCC 6803 substr. GT-I	Chromosome	Cobalt (Co), Magnesium (Mg)
BAC0089	corR	Q1D6V8	466	Myxococcus xanthus (strain DK 1622)	Chromosome	Copper (Cu)
BAC0088	corC	P0A2L3	292	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	Chromosome	Cobalt (Co), Magnesium (Mg)
BAC0087	mgtA	P0ABB8	898	Escherichia coli (strain K12)	Chromosome	Cobalt (Co), Magnesium (Mg)
BAC0086	corA	P0ABI4	316	Escherichia coli (strain K12)	Chromosome	Magnesium (Mg), Cobalt (Co), Nickel (Ni), Manganese (Mn)
BAC0085	copZ	Q47840	69	Enterococcus hirae	Chromosome	Copper (Cu)
BAC0084	copY/tcrY	Q47839	145	Enterococcus hirae	Chromosome	Copper (Cu)
BAC0083	copR	Q02540	227	Pseudomonas syringae pv. Tomato	Plasmid pPT23D (Pseudomonas syringae pv. Tomato), Plasmid pPaCu1 (Pseudomonas syringae)	Copper (Cu)
BAC0082	copL	Q5YKV8	122	Xanthomonas perforans	Chromosome	Copper (Cu)
BAC0081	copK	Q58AD3	94	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)	Plasmid pMOL30 (Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) )	Copper (Cu)
BAC0080	copJ	Q58AE1	174	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)	Plasmid pMOL30 (Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) ),	Copper (Cu)
BAC0079	copB	P05425	745	Enterococcus hirae (strain ATCC 9790 / DSM 20160 / JCM 8729 / LMG 6399 / NBRC 3181 / NCIMB 6459 / NCDO 1258)	Chromosome	Copper (Cu), Silver (Ag)
BAC0078	copA	O32220	802	Bacillus subtilis (strain 168)	Chromosome	Copper (Cu)
BAC0077	copA	P12374	609	Pseudomonas syringae pv. Tomato	Plasmid pPT23D (Pseudomonas syringae pv. Tomato), Plasmid pRJ1004 (E. coli)	Copper (Cu), Silver (Ag)
BAC0076	comR/ycfQ	P75952	210	Escherichia coli (strain K12)	Chromosome	Copper (Cu)
BAC0075	cnrY	P56621	95	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)	Plasmid pMOL28 (Cupriavidus metallidurans)	Cobalt (Co), Nickel (Ni)
BAC0074	cnrT	Q5NUX6	351	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)	Plasmid pMOL28 (Cupriavidus metallidurans)	Cobalt (Co), Nickel (Ni)
BAC0073	cnrH	P37978	191	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)	Plasmid pMOL28 (Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839))	Cobalt (Co), Nickel (Ni)
BAC0072	cnrC	P37974	418	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)	Plasmid pMOL28 (Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839))	Cobalt (Co), Nickel (Ni)
BAC0071	cmtR	P67731	118	Mycobacterium tuberculosis	Chromosome	Cobalt (Co), Nickel (Ni)
BAC0070	cmeR	Q7B8P6	210	Campylobacter jejuni 81-176	Chromosome	Sodium Cholate [class: Acid]
BAC0069	cmeF	Q0P9L9	1005	Campylobacter jejuni	Chromosome	Ethidium Bromide [class: Phenanthridine], Acriflavine [class: Acridine], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Triton X-100 [class: Polyethylene glycol], Tween 20 [class: Polyoxyethylene], Empigen [class: Amine betaine], Sodium Cholate [class: Acid], Sodium Glycocholate [class: Acid], Sodium Taurocholate [class: Acid], Sodium Deoxycholate (SDC) [class: Acid], Sodium Chenodeoxycholate [class: Acid]
BAC0068	cmeA	Q8RTE5	367	Campylobacter jejuni	Chromosome	Copper (Cu), Cobalt (Co), Sodium Chenodeoxycholate [class: Acid], Sodium Deoxycholate [class: Acid], Sodium Cholate [class: Acid], Sodium Taurocholate [class: Acid], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Ethidium Bromide [class: Phenanthridine]
BAC0067	cinA	Q9I036	205	Pseudomonas aeruginosa PAO1	Chromosome	Copper (Cu)
BAC0066	chrF	Q5NUZ7	140	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM2839)	Plasmid pMOL28 (Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839)), Plasmid pB4 (uncultured bacterium)	Chromium (Cr)
BAC0065	chrE	Q5NUZ8	113	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM2839)	Plasmid pMOL28 (Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839)), Plasmid pB4 (uncultured bacterium)	Chromium (Cr)
BAC0064	chrB1	P17552	324	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM2839)	Plasmid pMOL28 (Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839)), Plasmid pB4 (uncultured bacterium)	Chromium (Cr)
BAC0063	chrA	P14285	416	Psudomonas aeruginosa	Plasmid pUM505  (pseudomonas aeruginosa)	Chromium (Cr)
BAC0062	ceuE	D3UGE4	313	Psudomonas aeruginosa	Plasmid pUM505 (pseudomonas aeruginosa), Plasmid pB4 (uncultured bacterium), Plasmid pMOL28 (Ralstonia metallidurans (strain CH34/ATCC 43123/DSM2839))	Chromium (Cr)
BAC0061	cepA	Q8RR17	300	Klebsiella pneumoniae	Chromosome	Chlorhexidine [class: Biguanides]
BAC0060	cdeA	Q7WZ38	441	Clostridium difficile	Chromosome	Ethidium Bromide [class: Phenanthridine], Acriflavine [class: Acridine]
BAC0059	cadX	A7LHQ4	112	Streptococcus salivarius	Plasmid pLUG10 (Staphylococcus lugdunensis)	Cadmium (Cd), Zinc (Zn)
BAC0058	cadR	Q93TP7	147	Pseudomonas putida (Arthrobacter siderocapsulatus)	Plasmid pECd1 (uncultured bacterium), Chromosome	Cadmium (Cd)
BAC0057	cadD	Q7A320	205	Staphylococcus aureus (strain N315)	Plasmid pN315 (Staphylococcus aureus (strain N315)),  Plasmid pLUH02 (Staphylococcus aureus (strain ECT-R 2) ), Chromosome	Cadmium (Cd), Zinc (Zn)
BAC0056	cadC	P20047	122	Staphylococcus aureus	Plasmid pI258 (Staphylococcus aureus)	Cadmium (Cd), Bismuth (Bi), Zinc (Zn), Lead (Pb)
BAC0055	cadA/yvgW	Q59465	686	Helicobacter pylori (strain ATCC 700392/26695)(Campylobacter pylori)	Plasmids pI258 (S. aureus), Chromosome	Cadmium (Cd), Zinc (Zn)
BAC0054	bmrR	P39075	278	Bacillus subtilis (strain 168)	Chromosome	Ethidium Bromide [class: Phenanthridine], Rhodamine 6G [class: Xanthene], Acridine Orange [class: Acridine]
BAC0053	bmr	P33449	389	Bacillus subtilis (strain 168)	Chromosome	Ethidium Bromide [class: Phenanthridine], Rhodamine 6G [class: Xanthene], Acridine Orange [class: Acridine], Cetrimide (CTM) [class: Quaternary Ammonium Compounds (QACs)]
BAC0052	bltR	P39842	273	Bacillus subtilis (strain 168)	Chromosome	Ethidium Bromide [class: Phenanthridine], Rhodamine 6G [class: Xanthene], Acridine Orange [class: Acridine]
BAC0051	bltD	P39909	152	Bacillus subtilis (strain 168)	Chromosome	Spermidine [class: Polyamines], Spermine [class: Polyamines]
BAC0050	blt	P39843	400	Bacillus subtilis (strain 168)	Chromosome	Ethidium Bromide [class: Phenanthridine], Rhodamine 6G [class: Xanthene], Acridine Orange [class: Acridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)]
BAC0049	bhsA/ycfR/comC	P0AB40	85	Escherichia coli (strain K12)	Chromosome	Copper (Cu)
BAC0048	bfrA	P63697	159	Mycobacterium tuberculosis	Chromosome	Iron (Fe)
BAC0047	bexA	Q93HR0	443	Bacteroides thetaiotaomicron	Chromosome	Ethidium Bromide [class: Phenanthridine]
BAC0046	bepG	Q8FWV9	1074	Brucella suis biovar 1 (strain 1330)	Chromosome	Sodium Deoxycholate (SDC) [class: Acid], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate]
BAC0045	bepF	Q8FWV8	411	Brucella suis biovar 1 (strain 1330)	Chromosome	Sodium Deoxycholate (SDC) [class: Acid], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate]
BAC0044	bepE	Q8G2M6	1051	Brucella suis biovar 1 (strain 1330)	Chromosome	Sodium Deoxycholate (SDC) [class: Acid], Ethidium Bromide [class: Phenanthridine], Crystal Violet [class: Triarylmethane]
BAC0043	bepD	Q8G2M7	397	Brucella suis biovar 1 (strain 1330)	Chromosome	Sodium Deoxycholate (SDC) [class: Acid], Ethidium Bromide [class: Phenanthridine], Crystal Violet [class: Triarylmethane]
BAC0042	bepC	Q8G0Y6	456	Brucella suis biovar 1 (strain 1330)	Chromosome	Cetrimide (CTM) [class: Quaternary Ammonium Compounds (QACs)], Acriflavine [class: Acridine], Crystal Violet [class: Triarylmethane],  Ethidium Bromide [class: Phenanthridine], Rhodamine 6G [class: Xanthene], Sodium Deoxycholate (SDC) [class: Acid], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate]
BAC0041	bcr	P28246	396	Escherichia coli (strain K12)	Chromosome	Acriflavine [class: Acridine]
BAC0040	baeS	P30847	467	Escherichia coli (strain K12)	Chromosome	Zinc (Zn), Tungsten (W), Sodium Deoxycholate (SDC) [class: Acid]
BAC0039	baeR	P69228	240	Escherichia coli (strain K12)	Chromosome	Zinc (Zn), Tungsten (W), Sodium Deoxycholate (SDC) [class: Acid]
BAC0038	asr	P36560	102	Escherichia coli (strain K12)	Chromosome	Hydrochloric acid (HCl) [class: Acid]
BAC0036	arsP	B5LWZ8	315	Campylobacter jejuni	Chromosome	Arsenic (As)
BAC0035	arsM	Q6N3Y0	283	Rhodopseudomonas palustris CGA009	Chromosome	Arsenic (As)
BAC0034	arsH	E8PS81	232	Yersinia pestis Java 9	Plasmid pKPN-IT (Klebsiella pneumoniae), Plasmid R485 (Morganella morganii (Proteus morganii))	Arsenic (As)
BAC0033	arsD	P46003	120	Escherichia coli	Plasmid R773 (E. coli), Plasmid R64 (Salmonella typhimurium)	Arsenic (As)
BAC0032	arsC	P0A006	131	Staphylococcus aureus	Plasmid pI258	Arsenic (As)
BAC0031	arsB	P08691	429	Escherichia coli	Plasmid R773 (E. coli), Plasmid IncN R46 (E. coli), Plasmid R46 (Salmonella typhimurium)	Arsenic (As), Antimony (Sb)
BAC0030	arsA	P52145	583	Escherichia coli	Plasmid IncN R46	Arsenic (As), Antimony (Sb)
BAC0029	chrF	A4UQR2	150	Ochrobactrum tritici	Chromosome (transposon TnOtChr)	Chromium (Cr), Methyl Viologen [class: Paraquat], Menadione [class: Naphthoquinone]
BAC0028	chrC	A4UQR3	202	Ochrobactrum tritici	Chromosome (transposon TnOtChr)	Chromium (Cr), Methyl Viologen [class: Paraquat], Menadione [class: Naphthoquinone]
BAC0027	chrB	A4UQR5	312	Ochrobactrum tritici	Chromosome (transposon TnOtChr)	Chromium (Cr), Methyl Viologen [class: Paraquat], Menadione [class: Naphthoquinone]
BAC0026	chrA	A4UQR4	458	Ochrobactrum tritici	Chromosome (transposon TnOtChr)	Chromium (Cr)
BAC0025	amvA	C4PAW9	492	Acinetobacter baumannii	Chromosome	Acriflavine [class: Acridine], Chlorhexidine [class: Biguanides], Methyl Viologen [class: Paraquat], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Ethidium Bromide [class: Phenanthridine], Sodium Deoxycholate (SDC) [class: Acid]
BAC0024	aioX/aoxX	G8XNW6	306	Rhizobium radiobacter (Agrobacterium tumefaciens) (Agrobacterium radiobacter)	Chromosome	Arsenic (As)
BAC0023	aioS/aoxS	Q2VGB2	488	Rhizobium radiobacter (Agrobacterium tumefaciens) (Agrobacterium radiobacter)	Chromosome	Arsenic (As)
BAC0022	aioR/aoxR	Q2VGB1	442	Rhizobium radiobacter (Agrobacterium tumefaciens) (Agrobacterium radiobacter)	Chromosome	Arsenic (As)
BAC0021	aioB/aoxA	Q8GGJ7	173	Herminiimonas arsenicoxydans	Chromosome	Arsenic (As)
BAC0020	aioA/aoxB	Q8GGJ6	826	Herminiimonas arsenicoxydans	Chromosome	Arsenic (As)
BAC0019	adeK	Q24LT6	484	Acinetobacter baumannii (strain AB0057)	Chromosome	Acridine Orange [class: Acridine], Safranin O [class: Azin], Pyronin Y [class: Xanthene], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate]
BAC0018	adeJ	Q24LT7	1058	Acinetobacter baumannii (strain AB0057)	Chromosome	Acridine Orange [class: Acridine], Safranin O [class: Azin], Pyronin Y [class: Xanthene], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate]
BAC0017	adeI	Q2FD95	416	Acinetobacter baumannii (strain AB0057)	Chromosome	Acridine Orange [class: Acridine], Safranin O [class: Azin], Pyronin Y [class: Xanthene], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Acriflavine [class: Acridine], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides], Crystal Violet [class: Triarylmethane], 4,6-diamidino-2-phenylindole (DAPI) [class: Diamidine], Sodium Deoxycholate (SDC) [class: Acid], Ethidium Bromide [class: Phenanthridine], Methyl Viologen [class: Paraquat], Rhodamine 123 [class: Xanthene], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Synergize [class: QAC-Glutaraldehyde], Virkon S [class: Peroxysulfate], Wex-cide-128 [class: Phenyl]
BAC0016	adeH	Q2FD80	483	Acinetobacter baumannii (strain AB0057)	Chromosome	Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Ethidium Bromide [class: Phenanthridine], Safranin O [class: Azin], Acridine Orange [class: Acridine]
BAC0015	adeG	Q2FD81	1059	Acinetobacter baumannii (strain AB0057)	Chromosome	Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Ethidium Bromide [class: Phenanthridine], Safranin O [class: Azin], Acridine Orange [class: Acridine]
BAC0014	adeF	Q2FD82	406	Acinetobacter baumanni	Chromosome	Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Ethidium Bromide [class: Phenanthridine], Safranin O [class: Azin], Acridine Orange [class: Acridine]
BAC0013	adeE	Q8GKU1	1036	Acinetobacter  sp. 4356	Chromosome	Ethidium Bromide [class: Phenanthridine], Acriflavine [class: Acridine]
BAC0012	actP	Q9X5X3	827	Sinorhizobium medicae (strain WSM419) (Ensifer medicae)	Plasmid pSMED01 (Sinorhizobium medicae (strain WSM419))	Copper (Cu), Sodium acetate [class: Acetate]
BAC0011	acrR/ybaH	P0ACS9	215	Escherichia coli (strain K12)	Chromosome	Acriflavine [class: Acridine]
BAC0010	acrF/envD	P24181	1034	Escherichia coli (strain K12)	Chromosome	Acriflavine [class: Acridine], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Deoxycholate (SDC) [class: Acid], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Methyl Viologen [class: Paraquat], Ethidium Bromide [class: Phenanthridine]
